invoice1,invoice2,similarity_score_x,similarity_score_y,label
17KOL-3002053,17KOL-3002053,1.0,,
17KOL-3002105,17KOL-3002105,1.0000000000000002,,
17KOL-3002106,17KOL-3002106,1.0,,
17KOL-3002708,17KOL-3002708,1.0000000000000002,,
17KOL-3002710,17KOL-3002710,0.9999999999999998,,
17KOL-3002865,17KOL-3002865,1.0000000000000002,,
17KOL-3002866,17KOL-3002866,1.0,,
17KOL-3003028,17KOL-3003028,1.0000000000000002,,
17RAI-3000193,17RAI-3000193,1.0,,
18/301/BO/1728,18/301/BO/1728,1.0,,
18/301/BO/1729,18/301/BO/1729,1.0000000000000002,,
18/301/BO/1731,18/301/BO/1731,1.0,,
18/301/BO/1732,18/301/BO/1732,1.0000000000000002,,
18/301/BO/1831,18/301/BO/1831,1.0,,
18/301/BO/1832,18/301/BO/1832,0.9999999999999999,,
18/301/BO/2465,18/301/BO/2465,1.0000000000000002,,
18/301/BO/2468,18/301/BO/2468,1.0,,
18/301/BO/3003,18/301/BO/3003,1.0000000000000002,,
18/303/BO/614,18/303/BO/614,1.0,,
18KOL-3000191,18KOL-3000191,1.0000000000000004,,
18KOL-3000348,18KOL-3000348,1.0,,
18KOL-3000404,18KOL-3000404,1.0000000000000002,,
19/301/BO/273,19/301/BO/273,1.0000000000000002,,
19/301/BO/275,19/301/BO/275,1.0000000000000002,,
19/301/BO/382,19/301/BO/382,1.0000000000000004,,
19/303/BO/1106,19/303/BO/1106,1.0,,
19/303/BO/1109,19/303/BO/1109,1.0,,
19/303/BO/1120,19/303/BO/1120,1.0000000000000002,,
19/303/BO/1121,19/303/BO/1121,1.0,,
19/406/BO/100,19/406/BO/100,1.0,,
19/406/BO/117,19/406/BO/117,1.0,,
19/406/BO/120,19/406/BO/120,0.9999999999999999,,
19/406/BO/124,19/406/BO/124,1.0,,
19/406/BO/167,19/406/BO/167,1.0000000000000004,,
19/406/BO/172,19/406/BO/172,1.0000000000000002,,
19/406/BO/173,19/406/BO/173,0.9999999999999998,,
19/406/BO/176,19/406/BO/176,1.0000000000000004,,
19/406/BO/181,19/406/BO/181,1.0000000000000002,,
19/406/BO/190,19/406/BO/190,1.0000000000000002,,
19/406/BO/280,19/406/BO/280,1.0000000000000002,,
20/004/IN/963,20/004/IN/963,1.0,,
20/102/IN/4361,20/102/IN/4361,1.0,,
20/303/BO/1436,20/303/BO/1436,1.0,,
20/303/BO/569,20/303/BO/569,1.0,,
20/303/BO/622,20/303/BO/622,1.0,,
20/303/BO/701,20/303/BO/701,1.0,,
20/406/BO/195,20/406/BO/195,0.9999999999999999,,
20/406/BO/198,20/406/BO/198,1.0,,
20/406/BO/199,20/406/BO/199,1.0000000000000002,,
20/406/BO/201,20/406/BO/201,1.0000000000000002,,
20/406/BO/21,20/406/BO/21,1.0,,
20/406/BO/213,20/406/BO/213,1.0,,
20/406/BO/22,20/406/BO/22,1.0000000000000002,,
20/406/BO/23,20/406/BO/23,1.0,,
20/406/BO/25,20/406/BO/25,0.9999999999999998,,
20/406/BO/28,20/406/BO/28,1.0,,
20/406/BO/372,20/406/BO/372,1.0,,
2022-23/K/1471,2022-23/K/1471,1.0000000000000004,,
2022-23/K/1527,2022-23/K/1527,1.0,,
2022-23/K/1564,2022-23/K/1564,1.0000000000000004,,
2022-23/K/1573,2022-23/K/1573,1.0,,
2022-23/K/1714,2022-23/K/1714,1.0,,
2022-23/K/1824,2022-23/K/1824,0.9999999999999997,,
2022-23/K/1847,2022-23/K/1847,0.9999999999999999,,
2022-23/K/1909,2022-23/K/1909,0.9999999999999994,,
2022-23/K/2437,2022-23/K/2437,1.0,,
2022-23/P/641,2022-23/P/641,1.0000000000000002,,
2023-24/K/1032,2023-24/K/1032,1.0000000000000002,,
2023-24/K/1047,2023-24/K/1047,0.9999999999999997,,
2023-24/K/1082,2023-24/K/1082,1.0,,
2023-24/K/1083,2023-24/K/1083,1.0,,
2023-24/K/1095,2023-24/K/1095,1.0000000000000002,,
2023-24/K/1100,2023-24/K/1100,1.0,,
2023-24/K/117,2023-24/K/117,1.0000000000000002,,
2023-24/K/1204,2023-24/K/1204,1.0000000000000004,,
2023-24/K/134,2023-24/K/134,0.9999999999999998,,
2023-24/K/15,2023-24/K/15,1.0000000000000002,,
2023-24/K/173,2023-24/K/173,1.0000000000000002,,
2023-24/K/176,2023-24/K/176,1.0,,
2023-24/K/224,2023-24/K/224,1.0000000000000002,,
2023-24/K/2370,2023-24/K/2370,1.0,,
2023-24/K/2483,2023-24/K/2483,1.0,,
2023-24/K/2497,2023-24/K/2497,1.0000000000000002,,
2023-24/K/29,2023-24/K/29,1.0000000000000002,,
2023-24/K/447,2023-24/K/447,1.0000000000000002,,
2023-24/K/48,2023-24/K/48,1.0000000000000004,,
2023-24/K/574,2023-24/K/574,1.0000000000000004,,
2023-24/K/599,2023-24/K/599,1.0,,
2023-24/K/695,2023-24/K/695,1.0000000000000002,,
2023-24/K/73,2023-24/K/73,1.0,,
2023-24/K/98,2023-24/K/98,1.0000000000000002,,
2023-24/O/107,2023-24/O/107,1.0000000000000002,,
2023-24/O/115,2023-24/O/115,1.0,,
2023-24/O/118,2023-24/O/118,1.0,,
2023-24/O/120,2023-24/O/120,1.0000000000000002,,
2023-24/O/124,2023-24/O/124,1.0,,
2023-24/O/126,2023-24/O/126,1.0000000000000004,,
2023-24/O/130,2023-24/O/130,1.0000000000000002,,
2023-24/P/1055,2023-24/P/1055,1.0000000000000004,,
2023-24/P/1064,2023-24/P/1064,1.0000000000000004,,
2023-24/P/1075,2023-24/P/1075,1.0,,
2023-24/P/1083,2023-24/P/1083,0.9999999999999998,,
2023-24/P/1088,2023-24/P/1088,1.0000000000000004,,
2023-24/P/1103,2023-24/P/1103,1.0,,
2023-24/P/1216,2023-24/P/1216,0.9999999999999997,,
2023-24/P/1219,2023-24/P/1219,1.0000000000000002,,
2023-24/P/1224,2023-24/P/1224,1.0000000000000002,,
21303BO1217,21303BO1217,1.0,,
21303BO1261,21303BO1261,1.0,,
21303BO28,21303BO28,1.0000000000000004,,
21303BO389,21303BO389,1.0,,
21303BO547,21303BO547,1.0000000000000002,,
21303BO588,21303BO588,1.0000000000000004,,
21303BO633,21303BO633,1.0000000000000002,,
21307IN157,21307IN157,1.0,,
21307IN171,21307IN171,1.0000000000000004,,
21307IN7,21307IN7,1.0000000000000002,,
21406BO252,21406BO252,1.0,,
22303BO1105,22303BO1105,1.0000000000000002,,
22303BO1184,22303BO1184,1.0000000000000004,,
22303BO283,22303BO283,1.0,,
22303BO308,22303BO308,1.0000000000000004,,
22303BO525,22303BO525,1.0,,
22303BO546,22303BO546,1.0,,
22303BO891,22303BO891,1.0,,
22307IN110,22307IN110,1.0000000000000007,,
22307IN25,22307IN25,1.0000000000000002,,
22307IN80,22307IN80,1.0000000000000004,,
22307IN90,22307IN90,1.0000000000000002,,
22401BO3720,22401BO3720,1.0,,
23303BO1167,23303BO1167,0.9999999999999999,,
23303BO1332,23303BO1332,0.9999999999999999,,
23303BO224,23303BO224,1.0,,
23303BO330,23303BO330,1.0000000000000002,,
23303BO649,23303BO649,1.0000000000000002,,
23303BO690,23303BO690,1.0,,
23303BO867,23303BO867,1.0,,
23303BO885,23303BO885,1.0000000000000002,,
23303BO943,23303BO943,1.0000000000000002,,
23303BO99,23303BO99,1.0000000000000002,,
23307IN71,23307IN71,1.0,,
23406BO177,23406BO177,1.0,,
23406BO180,23406BO180,1.0000000000000007,,
23406BO239,23406BO239,1.0000000000000004,,
23406BO241,23406BO241,1.0000000000000002,,
23406BO251,23406BO251,1.0000000000000002,,
23406BO356,23406BO356,1.0000000000000002,,
24004IN930,24004IN930,1.0,,
24102IN543,24102IN543,1.0,,
24102IN761,24102IN761,1.0000000000000002,,
24102IN793,24102IN793,1.0000000000000002,,
24103IN4146,24103IN4146,1.0,,
24303BO1116,24303BO1116,1.0,,
24303BO1128,24303BO1128,1.0000000000000002,,
24303BO1268,24303BO1268,1.0,,
24303BO332,24303BO332,1.0,,
24303BO333,24303BO333,1.0000000000000002,,
24303BO70,24303BO70,1.0,,
24406BO130,24406BO130,1.0000000000000002,,
24406BO27,24406BO27,1.0,,
24406BO289,24406BO289,1.0,,
24406BO315,24406BO315,1.0,,
ABA2312302,ABA2312302,1.0,,
ABA2312303,ABA2312303,1.0,,
ABA2312304,ABA2312304,1.0000000000000002,,
ABA2312305,ABA2312305,1.0,,
ABA2312306,ABA2312306,1.0,,
ABA2312307,ABA2312307,1.0000000000000002,,
ABA2312308,ABA2312308,1.0,,
ABA2312309,ABA2312309,1.0,,
ABA2312310,ABA2312310,1.0000000000000007,,
ABA2312311,ABA2312311,1.0000000000000002,,
ABA2312312,ABA2312312,1.0000000000000002,,
ABA2312313,ABA2312313,1.0,,
ABA2312314,ABA2312314,1.0000000000000002,,
ABA2312338,ABA2312338,1.0,,
ABA2312344,ABA2312344,1.0,,
ABA2312345,ABA2312345,1.0000000000000002,,
ABA2312348,ABA2312348,1.0000000000000002,,
ABA2312349,ABA2312349,1.0,,
ABA2312351,ABA2312351,1.0,,
ABA2312353,ABA2312353,1.0000000000000004,,
ABA2312354,ABA2312354,1.0,,
ABA2312356,ABA2312356,1.0,,
ABA2312358,ABA2312358,1.0000000000000002,,
ABA2312360,ABA2312360,1.0000000000000002,,
ABA2312362,ABA2312362,1.0000000000000002,,
ABA2312365,ABA2312365,1.0,,
ABA2312367,ABA2312367,1.0000000000000002,,
ABA2312368,ABA2312368,1.0,,
ABA2312370,ABA2312370,1.0000000000000004,,
ABA2312371,ABA2312371,1.0000000000000002,,
ABA2312375,ABA2312375,1.0000000000000002,,
ABA2312376,ABA2312376,1.0000000000000002,,
ABA2312378,ABA2312378,1.0,,
ABA2312380,ABA2312380,1.0000000000000002,,
ABA2312382,ABA2312382,1.0000000000000002,,
ABA2312383,ABA2312383,1.0000000000000002,,
ABA2312384,ABA2312384,1.0000000000000002,,
ABA2312385,ABA2312385,1.0000000000000002,,
ABA2312386,ABA2312386,1.0,,
ABA2312388,ABA2312388,1.0,,
ABA2312390,ABA2312390,1.0000000000000004,,
ABA2312391,ABA2312391,1.0,,
ABA2312393,ABA2312393,1.0,,
ABA2312394,ABA2312394,1.0,,
ABA2312395,ABA2312395,1.0000000000000004,,
ABA2312396,ABA2312396,1.0,,
ABA2312397,ABA2312397,1.0000000000000004,,
ABA2312398,ABA2312398,1.0000000000000002,,
ABA2312400,ABA2312400,1.0,,
ABA2312401,ABA2312401,1.0000000000000002,,
ABA2312402,ABA2312402,1.0,,
ABA2312404,ABA2312404,1.0,,
ABA2312405,ABA2312405,1.0000000000000002,,
ABA2312406,ABA2312406,1.0000000000000002,,
ABA2312407,ABA2312407,1.0,,
ABA2312408,ABA2312408,1.0000000000000004,,
ABA2312409,ABA2312409,1.0000000000000004,,
ABA2312410,ABA2312410,1.0,,
ABA2312411,ABA2312411,1.0000000000000004,,
ABA2312413,ABA2312413,1.0,,
ABA2312414,ABA2312414,1.0000000000000004,,
ABA2312415,ABA2312415,1.0,,
ABA2312416,ABA2312416,0.9999999999999997,,
ABA2312418,ABA2312418,1.0,,
ABA2312419,ABA2312419,1.0000000000000002,,
ABA2312421,ABA2312421,1.0,,
ABA2312422,ABA2312422,1.0000000000000002,,
ABA2312424,ABA2312424,1.0000000000000002,,
ABA2312425,ABA2312425,1.0000000000000004,,
ABA2312426,ABA2312426,1.0,,
ABA2312428,ABA2312428,1.0000000000000002,,
ABA2312429,ABA2312429,1.0000000000000002,,
ABA2312430,ABA2312430,1.0,,
ABA2312433,ABA2312433,1.0,,
ABA2312435,ABA2312435,1.0,,
ABA2312436,ABA2312436,1.0000000000000002,,
ABA2312438,ABA2312438,1.0,,
ABA2312439,ABA2312439,1.0000000000000004,,
ABA2312441,ABA2312441,1.0000000000000002,,
ABA2312442,ABA2312442,1.0000000000000002,,
ABA2312443,ABA2312443,1.0000000000000002,,
ABA2312447,ABA2312447,1.0000000000000002,,
ABA2312448,ABA2312448,1.0,,
ABA2312462,ABA2312462,1.0000000000000002,,
ABA2312463,ABA2312463,1.0,,
ABA2312472,ABA2312472,1.0000000000000002,,
ABA2312475,ABA2312475,1.0000000000000004,,
ABA2312498,ABA2312498,1.0,,
ABA2312499,ABA2312499,1.0,,
ABA2312501,ABA2312501,1.0000000000000002,,
ABA2312502,ABA2312502,1.0000000000000004,,
ABA2312511,ABA2312511,1.0,,
ABA2312513,ABA2312513,1.0000000000000002,,
ABA2312514,ABA2312514,1.0000000000000002,,
ABA2312516,ABA2312516,1.0000000000000002,,
ABA2312517,ABA2312517,1.0000000000000002,,
ABA2312519,ABA2312519,1.0000000000000004,,
ABA2312521,ABA2312521,1.0,,
ABA2312522,ABA2312522,1.0,,
ABA2312525,ABA2312525,1.0000000000000002,,
ABA2312527,ABA2312527,1.0000000000000002,,
ABA2312528,ABA2312528,1.0,,
ABA2312531,ABA2312531,1.0000000000000002,,
ABA2312532,ABA2312532,1.0,,
ABA2312533,ABA2312533,1.0000000000000002,,
ABA2312537,ABA2312537,1.0000000000000002,,
ABA2312538,ABA2312538,1.0,,
ABA2312539,ABA2312539,1.0000000000000004,,
ABA2312541,ABA2312541,1.0000000000000002,,
ABA2312542,ABA2312542,1.0000000000000002,,
ABA2312543,ABA2312543,0.9999999999999999,,
ABA2312544,ABA2312544,1.0,,
ABA2312545,ABA2312545,1.0,,
ABA2312546,ABA2312546,1.0000000000000002,,
ABA2312547,ABA2312547,1.0000000000000002,,
ABA2312548,ABA2312548,1.0000000000000002,,
ABA2312549,ABA2312549,1.0000000000000002,,
ABA2312550,ABA2312550,1.0000000000000002,,
ABA2312551,ABA2312551,1.0000000000000002,,
ABA2312552,ABA2312552,1.0,,
ABA2312553,ABA2312553,1.0000000000000002,,
ABA2312554,ABA2312554,1.0,,
ABA2312555,ABA2312555,1.0,,
ABA2312556,ABA2312556,1.0,,
ABA2312558,ABA2312558,1.0000000000000002,,
ABA2312559,ABA2312559,1.0000000000000002,,
ABA2312560,ABA2312560,1.0000000000000004,,
ABA2312562,ABA2312562,1.0,,
ABA2312563,ABA2312563,1.0000000000000004,,
ABA2312564,ABA2312564,1.0,,
ABA2312565,ABA2312565,1.0,,
ABA2312566,ABA2312566,1.0,,
ABA2312567,ABA2312567,1.0000000000000004,,
ABA2312569,ABA2312569,1.0,,
ABA2312570,ABA2312570,1.0000000000000002,,
ABA2312577,ABA2312577,1.0,,
ABA2312580,ABA2312580,1.0000000000000002,,
ABA2400734,ABA2400734,1.0000000000000002,,
ABA2400735,ABA2400735,1.0000000000000002,,
ABA2400737,ABA2400737,1.0000000000000002,,
ABB2313344,ABB2313344,1.0000000000000002,,
ABB2313346,ABB2313346,0.9999999999999999,,
ABB2313347,ABB2313347,1.0,,
ABB2313349,ABB2313349,1.0000000000000002,,
ABB2313350,ABB2313350,1.0000000000000004,,
ABB2313351,ABB2313351,1.0000000000000002,,
ABB2313354,ABB2313354,1.0,,
ABB2313355,ABB2313355,1.0000000000000002,,
ABB2313357,ABB2313357,1.0,,
ABB2313358,ABB2313358,1.0,,
ABB2313360,ABB2313360,1.0,,
ABB2313361,ABB2313361,1.0,,
ABB2313363,ABB2313363,1.0,,
ABB2313364,ABB2313364,1.0000000000000004,,
ABB2313366,ABB2313366,1.0000000000000002,,
ABB2313367,ABB2313367,1.0000000000000002,,
ABB2313369,ABB2313369,1.0,,
ABB2313372,ABB2313372,1.0,,
ABB2313373,ABB2313373,1.0,,
ABB2313374,ABB2313374,1.0,,
ABB2313375,ABB2313375,1.0000000000000002,,
ABB2313376,ABB2313376,1.0000000000000002,,
ABB2313377,ABB2313377,1.0,,
ABB2313378,ABB2313378,1.0,,
ABB2313379,ABB2313379,1.0,,
ABB2313381,ABB2313381,1.0,,
ABB2313385,ABB2313385,1.0,,
ABB2313391,ABB2313391,1.0000000000000004,,
ABB2313392,ABB2313392,1.0000000000000002,,
ABB2313400,ABB2313400,1.0000000000000002,,
ABB2313401,ABB2313401,1.0,,
ABB2313404,ABB2313404,1.0000000000000002,,
ABB2313405,ABB2313405,1.0,,
ABB2313408,ABB2313408,1.0,,
ABB2313409,ABB2313409,1.0000000000000002,,
ABB2313418,ABB2313418,1.0000000000000002,,
ABB2313421,ABB2313421,1.0000000000000004,,
ABB2313423,ABB2313423,1.0,,
ABB2313425,ABB2313425,1.0000000000000002,,
ABB2313426,ABB2313426,1.0,,
ABB2313883,ABB2313883,1.0000000000000002,,
ABB2313884,ABB2313884,1.0000000000000002,,
ABB2313885,ABB2313885,1.0,,
ABB2313886,ABB2313886,1.0000000000000002,,
ABB2313887,ABB2313887,1.0000000000000002,,
ABB2313888,ABB2313888,1.0000000000000002,,
ABB2313889,ABB2313889,1.0000000000000002,,
ABB2313890,ABB2313890,1.0000000000000002,,
ABB2313895,ABB2313895,1.0000000000000002,,
ABB2313896,ABB2313896,1.0,,
ABB2313897,ABB2313897,1.0,,
ABB2313898,ABB2313898,1.0,,
ABB2313899,ABB2313899,1.0000000000000004,,
ABB2313900,ABB2313900,1.0000000000000002,,
ABB2313901,ABB2313901,1.0,,
ABB2313902,ABB2313902,1.0000000000000002,,
ABB2313907,ABB2313907,1.0000000000000002,,
ABB2402060,ABB2402060,1.0000000000000002,,
ABB2402218,ABB2402218,1.0,,
ABB2402219,ABB2402219,1.0000000000000002,,
ABB2402221,ABB2402221,1.0,,
ABB2402222,ABB2402222,1.0,,
ABC2314608,ABC2314608,1.0,,
ABC2314609,ABC2314609,1.0000000000000004,,
ABC2314610,ABC2314610,1.0000000000000004,,
ABC2314611,ABC2314611,1.0,,
ABC2314612,ABC2314612,1.0000000000000002,,
ABC2314613,ABC2314613,1.0,,
ABC2314614,ABC2314614,1.0000000000000004,,
ABC2314616,ABC2314616,1.0000000000000002,,
ABC2314617,ABC2314617,1.0,,
ABC2314618,ABC2314618,1.0,,
ABC2314619,ABC2314619,1.0000000000000007,,
ABC2314621,ABC2314621,1.0,,
ABC2314622,ABC2314622,1.0000000000000007,,
ABC2314623,ABC2314623,1.0,,
ABC2314624,ABC2314624,1.0000000000000002,,
ABC2314625,ABC2314625,0.9999999999999999,,
ABC2314626,ABC2314626,1.0000000000000004,,
ABC2314629,ABC2314629,1.0000000000000007,,
ABC2314630,ABC2314630,1.0,,
ABC2314631,ABC2314631,1.0,,
ABC2314632,ABC2314632,1.0,,
ABC2314633,ABC2314633,1.0,,
ABC2314634,ABC2314634,1.0,,
ABC2314636,ABC2314636,0.9999999999999999,,
ABC2314637,ABC2314637,1.0,,
ABC2314638,ABC2314638,1.0000000000000002,,
ABC2314640,ABC2314640,1.0000000000000002,,
ABC2314641,ABC2314641,1.0,,
ABC2314642,ABC2314642,1.0,,
ABC2314644,ABC2314644,1.0000000000000002,,
ABC2314645,ABC2314645,1.0000000000000004,,
ABC2314647,ABC2314647,1.0000000000000002,,
ABC2314649,ABC2314649,1.0000000000000002,,
ABC2314650,ABC2314650,1.0000000000000002,,
ABC2314651,ABC2314651,1.0,,
ABC2314653,ABC2314653,1.0000000000000002,,
ABC2314655,ABC2314655,1.0,,
ABC2314656,ABC2314656,1.0000000000000002,,
ABC2314657,ABC2314657,1.0,,
ABC2314659,ABC2314659,1.0,,
ABC2314660,ABC2314660,1.0000000000000004,,
ABC2314661,ABC2314661,1.0,,
ABC2314662,ABC2314662,1.0,,
ABC2314663,ABC2314663,1.0000000000000002,,
ABC2314664,ABC2314664,1.0000000000000004,,
ABC2314665,ABC2314665,1.0,,
ABC2314666,ABC2314666,1.0,,
ABC2314668,ABC2314668,1.0,,
ABC2314669,ABC2314669,1.0000000000000002,,
ABC2314670,ABC2314670,0.9999999999999998,,
ABC2314671,ABC2314671,1.0000000000000002,,
ABC2314672,ABC2314672,1.0000000000000007,,
ABC2314673,ABC2314673,1.0,,
ABC2314674,ABC2314674,1.0000000000000002,,
ABC2314675,ABC2314675,1.0,,
ABC2314679,ABC2314679,1.0000000000000002,,
ABC2314681,ABC2314681,1.0000000000000002,,
ABC2314700,ABC2314700,1.0,,
ABC2315207,ABC2315207,1.0,,
ABC2315208,ABC2315208,1.0000000000000002,,
ABF2318153,ABF2318153,1.0,,
ABF2318155,ABF2318155,1.0,,
ABF2318156,ABF2318156,1.0000000000000002,,
ABF2318158,ABF2318158,1.0,,
ABF2318159,ABF2318159,1.0000000000000002,,
ABF2318161,ABF2318161,1.0000000000000002,,
ABF2318162,ABF2318162,1.0000000000000002,,
ABF2318163,ABF2318163,1.0000000000000002,,
ABF2318172,ABF2318172,1.0,,
ABF2318176,ABF2318176,1.0,,
ABF2318177,ABF2318177,1.0000000000000002,,
ABF2318178,ABF2318178,1.0000000000000002,,
ABF2318179,ABF2318179,1.0000000000000002,,
ABF2318181,ABF2318181,1.0000000000000002,,
ABF2318187,ABF2318187,1.0000000000000009,,
ABF2318188,ABF2318188,1.0000000000000002,,
ABF2318190,ABF2318190,1.0000000000000004,,
ABF2318191,ABF2318191,0.9999999999999999,,
ABF2318194,ABF2318194,1.0000000000000002,,
ABF2318195,ABF2318195,1.0000000000000002,,
ABF2318196,ABF2318196,1.0,,
ABF2318198,ABF2318198,1.0,,
ABF2318200,ABF2318200,1.0000000000000002,,
ABF2318201,ABF2318201,1.0000000000000002,,
ABF2318202,ABF2318202,1.0000000000000002,,
ABF2318203,ABF2318203,1.0000000000000002,,
ABF2318204,ABF2318204,1.0000000000000002,,
ABF2318216,ABF2318216,1.0000000000000002,,
ABF2318218,ABF2318218,1.0,,
ABF2318221,ABF2318221,1.0000000000000004,,
ABF2318222,ABF2318222,1.0000000000000004,,
ABF2318225,ABF2318225,1.0,,
ABF2318226,ABF2318226,1.0000000000000002,,
ABF2318238,ABF2318238,0.9999999999999999,,
ABF2318239,ABF2318239,0.9999999999999998,,
ABF2318242,ABF2318242,1.0000000000000004,,
ABF2318244,ABF2318244,1.0,,
ABF2318247,ABF2318247,0.9999999999999998,,
ABF2318248,ABF2318248,0.9999999999999998,,
ABF2318250,ABF2318250,1.0,,
ABF2318251,ABF2318251,1.0000000000000002,,
ABF2318252,ABF2318252,0.9999999999999994,,
ABF2318253,ABF2318253,1.0000000000000002,,
ABF2318254,ABF2318254,1.0000000000000002,,
ABF2318255,ABF2318255,1.0000000000000002,,
ABF2318256,ABF2318256,1.0000000000000002,,
ABF2318262,ABF2318262,1.0,,
ABF2318263,ABF2318263,1.0000000000000002,,
ABF2318268,ABF2318268,1.0000000000000002,,
ABF2318269,ABF2318269,0.9999999999999998,,
ABF2318273,ABF2318273,1.0,,
ABF2318274,ABF2318274,1.0000000000000002,,
ABF2318275,ABF2318275,1.0,,
ABF2318276,ABF2318276,1.0000000000000002,,
ABF2318277,ABF2318277,1.0,,
ABF2318278,ABF2318278,0.9999999999999999,,
ABF2318279,ABF2318279,1.0,,
ABF2318281,ABF2318281,1.0,,
ABF2318282,ABF2318282,1.0000000000000004,,
ABF2318283,ABF2318283,1.0000000000000002,,
ABF2318284,ABF2318284,1.0,,
ABF2318285,ABF2318285,0.9999999999999997,,
ABF2318286,ABF2318286,1.0000000000000002,,
ABF2318290,ABF2318290,1.0000000000000002,,
ABF2318291,ABF2318291,1.0000000000000002,,
ABF2318292,ABF2318292,1.0000000000000002,,
ABF2318293,ABF2318293,0.9999999999999998,,
ABF2318294,ABF2318294,1.0,,
ABF2318304,ABF2318304,1.0000000000000002,,
ABF2318311,ABF2318311,1.0000000000000002,,
ABF2318321,ABF2318321,0.9999999999999998,,
ABF2318322,ABF2318322,1.0000000000000002,,
ABF2318325,ABF2318325,1.0000000000000002,,
ABF2318326,ABF2318326,1.0,,
ABF2318327,ABF2318327,1.0000000000000002,,
ABF2318328,ABF2318328,1.0000000000000002,,
ABF2318329,ABF2318329,1.0000000000000002,,
ABF2318330,ABF2318330,1.0000000000000002,,
ABF2318331,ABF2318331,1.0000000000000002,,
ABF2318333,ABF2318333,1.0000000000000002,,
ABF2318334,ABF2318334,1.0000000000000002,,
ABF2318340,ABF2318340,1.0000000000000002,,
ABF2318350,ABF2318350,0.9999999999999999,,
ABF2318351,ABF2318351,0.9999999999999999,,
ABF2318352,ABF2318352,1.0,,
ABF2318353,ABF2318353,1.0000000000000002,,
ABF2318354,ABF2318354,0.9999999999999998,,
ABF2318355,ABF2318355,1.0,,
ABF2318356,ABF2318356,1.0000000000000002,,
ABF2318357,ABF2318357,1.0000000000000002,,
ABF2318364,ABF2318364,0.9999999999999999,,
ABF2318365,ABF2318365,1.0000000000000002,,
ABF2318367,ABF2318367,0.9999999999999998,,
ABF2318368,ABF2318368,0.9999999999999999,,
ABF2318372,ABF2318372,0.9999999999999999,,
ABF2318373,ABF2318373,1.0000000000000002,,
ABF2318374,ABF2318374,1.0,,
ABF2318376,ABF2318376,1.0000000000000002,,
ABF2318377,ABF2318377,1.0000000000000002,,
ABF2318380,ABF2318380,1.0,,
ABF2318382,ABF2318382,1.0000000000000002,,
ABF2318384,ABF2318384,1.0,,
ABF2318385,ABF2318385,1.0000000000000004,,
ABF2318386,ABF2318386,1.0000000000000002,,
ABF2318387,ABF2318387,1.0,,
ABF2318388,ABF2318388,1.0000000000000002,,
ABF2318389,ABF2318389,1.0000000000000002,,
ABF2318390,ABF2318390,1.0,,
ABF2318391,ABF2318391,1.0,,
ABF2318392,ABF2318392,0.9999999999999998,,
ABF2318394,ABF2318394,0.9999999999999991,,
ABF2318395,ABF2318395,1.0000000000000002,,
ABF2318396,ABF2318396,1.0000000000000002,,
ABF2318397,ABF2318397,1.0000000000000002,,
ABF2318398,ABF2318398,1.0,,
ABF2318399,ABF2318399,1.0000000000000002,,
ABF2318409,ABF2318409,1.0000000000000002,,
ABF2318410,ABF2318410,1.0,,
ABF2318415,ABF2318415,1.0,,
ABF2318416,ABF2318416,1.0,,
ABF2318426,ABF2318426,1.0000000000000002,,
ABF2318431,ABF2318431,1.0000000000000002,,
ABF2318434,ABF2318434,1.0000000000000002,,
ABF2318437,ABF2318437,1.0000000000000004,,
ABF2318441,ABF2318441,1.0,,
ABF2318455,ABF2318455,1.0000000000000002,,
ABF2318456,ABF2318456,1.0000000000000002,,
ABF2318457,ABF2318457,1.0000000000000002,,
ABF2318458,ABF2318458,1.0000000000000002,,
ABF2318459,ABF2318459,1.0,,
ABF2318460,ABF2318460,1.0000000000000002,,
ABF2318462,ABF2318462,1.0000000000000002,,
ABF2318463,ABF2318463,1.0,,
ABF2318464,ABF2318464,1.0000000000000002,,
ABF2318467,ABF2318467,1.0,,
ABF2318468,ABF2318468,1.0000000000000002,,
ABF2318469,ABF2318469,1.0000000000000002,,
ABF2318470,ABF2318470,1.0000000000000002,,
ABF2318471,ABF2318471,0.9999999999999998,,
ABF2318472,ABF2318472,1.0000000000000002,,
ABF2318478,ABF2318478,1.0,,
ABF2318480,ABF2318480,1.0000000000000009,,
ABF2318502,ABF2318502,1.0000000000000002,,
ABF2318510,ABF2318510,1.0,,
ABF2318522,ABF2318522,1.0000000000000004,,
ABF2318523,ABF2318523,1.0,,
ABF2318524,ABF2318524,1.0,,
ABF2318529,ABF2318529,1.0000000000000002,,
ABF2318532,ABF2318532,1.0,,
ABF2318538,ABF2318538,1.0,,
ABF2318544,ABF2318544,1.0,,
ABF2318546,ABF2318546,1.0000000000000002,,
ABF2318547,ABF2318547,0.9999999999999994,,
ABF2318552,ABF2318552,1.0,,
ABF2318561,ABF2318561,1.0000000000000007,,
ABF2318562,ABF2318562,1.0000000000000002,,
ABF2318564,ABF2318564,1.0000000000000002,,
ABF2318565,ABF2318565,1.0000000000000002,,
ABF2318566,ABF2318566,1.0,,
ABF2318567,ABF2318567,1.0,,
ABF2318568,ABF2318568,1.0000000000000002,,
ABF2318570,ABF2318570,1.0000000000000002,,
ABF2318576,ABF2318576,1.0000000000000002,,
ABF2318584,ABF2318584,1.0000000000000002,,
