Match ID,Data Set 1,Data Set 2,Status,label,y_pred,y_pred_label
2626,1974-2206839INSC-(22-23),2206839,Partial Matched,1,1,Partial Match
2627,1356-2206840INSC-(22-23),2206840,Partial Matched,1,1,Partial Match
2628,1289-2206841insc-(22-23),2206841,Partial Matched,1,1,Partial Match
2629,1337-2206843INSC-(22-23),2206843,Partial Matched,1,1,Partial Match
2630,1638-2206844INSC-(22-23),2206844,Partial Matched,1,1,Partial Match
2631,1926-2206845INSC-(22-23),2206845,Partial Matched,1,1,Partial Match
2632,1512-2206854INSC-(22-23),2206854,Partial Matched,1,1,Partial Match
2633,1488-2206856INSC-(22-23),2206856,Partial Matched,1,1,Partial Match
2634,1433-2206861INSC-(22-23),2206861,Partial Matched,1,1,Partial Match
2635,1285-2206875insc-(22-23),2206875,Partial Matched,1,1,Partial Match
2636,1658-2206887INSC-(22-23),2206887,Partial Matched,1,1,Partial Match
2637,1501-2207121INSC-(22-23),2207121,Partial Matched,1,1,Partial Match
2638,1904-2207126insc-(22-23),2207126,Partial Matched,1,1,Partial Match
2639,1962-2207127INSC-(22-23),2207127,Partial Matched,1,1,Partial Match
2640,1499-2207130INSC-(22-23),2207130,Partial Matched,1,1,Partial Match
2641,1344-2207131INSC-(22-23),2207131,Partial Matched,1,1,Partial Match
2642,1337-2207136INSC-(22-23),2207136,Partial Matched,1,1,Partial Match
2643,1318-2207137INSC-(22-23),2207137,Partial Matched,1,1,Partial Match
2644,1283-2207138insc-(22-23),2207138,Partial Matched,1,1,Partial Match
2645,1795-2207139INSC-(22-23),2207139,Partial Matched,1,1,Partial Match
2646,1641-2207140INSC-(22-23),2207140,Partial Matched,1,1,Partial Match
2647,1643-2207141INSC-(22-23),2207141,Partial Matched,1,1,Partial Match
2648,1522-2207142INSC-(22-23),2207142,Partial Matched,1,1,Partial Match
2649,1926-2207143INSC-(22-23),2207143,Partial Matched,1,1,Partial Match
2650,1459-2207144INSC-(22-23),2207144,Partial Matched,1,1,Partial Match
2651,1925-2207148INSC-(22-23),2207148,Partial Matched,1,1,Partial Match
2652,1317-2207150INSC-(22-23),2207150,Partial Matched,1,1,Partial Match
2653,1655-2207158INSC-(22-23),2207158,Partial Matched,1,1,Partial Match
2654,1286-2207159insc-(22-23),2207159,Partial Matched,1,1,Partial Match
2655,1484-2207160INSC-(22-23),2207160,Partial Matched,1,1,Partial Match
2656,1289-2207161insc-(22-23),2207161,Partial Matched,1,1,Partial Match
2657,1329-2207162INSC-(22-23),2207162,Partial Matched,1,1,Partial Match
2658,1493-2207164INSC-(22-23),2207164,Partial Matched,1,1,Partial Match
2659,1472-2207176INSC-(22-23),2207176,Partial Matched,1,1,Partial Match
2660,1315-2207188INSC-(22-23),2207188,Partial Matched,1,1,Partial Match
2661,1356-2207203INSC-(22-23),2207203,Partial Matched,1,1,Partial Match
2662,1645-2207205INSC-(22-23),2207205,Partial Matched,1,1,Partial Match
2663,1658-2207214INSC-(22-23),2207214,Partial Matched,1,1,Partial Match
2664,1465-2207215INSC-(22-23),2207215,Partial Matched,1,1,Partial Match
2665,1487-2207218INSC-(22-23),2207218,Partial Matched,1,1,Partial Match
2666,1341-2207219INSC-(22-23),2207219,Partial Matched,1,1,Partial Match
2667,1521-2207220INSC-(22-23),2207220,Partial Matched,1,1,Partial Match
2668,1356-2207221INSC-(22-23),2207221,Partial Matched,1,1,Partial Match
2669,1492-2207222INSC-(22-23),2207222,Partial Matched,1,1,Partial Match
2670,1466-2207236INSC-(22-23),2207236,Partial Matched,1,1,Partial Match
2671,1285-2207594INSC--22-23--(22-23),2207594,Partial Matched,1,1,Partial Match
2672,1456-2207595INSC-(22-23),2207595,Partial Matched,1,1,Partial Match
2673,1342-2207607INSC-(22-23),2207607,Partial Matched,1,1,Partial Match
2674,1488-2207615INSC-(22-23),2207615,Partial Matched,1,1,Partial Match
2675,1347-2207616INSC-(22-23),2207616,Partial Matched,1,1,Partial Match
2676,1531-2207788INSC-(22-23),2207788,Partial Matched,1,1,Partial Match
2677,1456-2207790INSC-(22-23),2207790,Partial Matched,1,1,Partial Match
2678,1521-2207791INSC-(22-23),2207791,Partial Matched,1,1,Partial Match
2679,1285-2207792insc-(22-23),2207792,Partial Matched,1,1,Partial Match
2680,1455-2207793INSC-(22-23),2207793,Partial Matched,1,1,Partial Match
2681,1673-2207795INSC-(22-23),2207795,Partial Matched,1,1,Partial Match
2682,1904-2207796insc-(22-23),2207796,Partial Matched,1,1,Partial Match
2683,1794-2207799INSC-(22-23),2207799,Partial Matched,1,1,Partial Match
2684,1347-2207837INSC-(22-23),2207837,Partial Matched,1,1,Partial Match
2685,1455-2207838INSC-(22-23),2207838,Partial Matched,1,1,Partial Match
2686,1512-2207839INSC-(22-23),2207839,Partial Matched,1,1,Partial Match
2687,1376-2207840insc-(22-23),2207840,Partial Matched,1,1,Partial Match
2688,1352-2207845INSC-(22-23),2207845,Partial Matched,1,1,Partial Match
2689,1522-2207850INSC-(22-23),2207850,Partial Matched,1,1,Partial Match
2690,1796-2207851INSC-(22-23),2207851,Partial Matched,1,1,Partial Match
2691,1521-2207853INSC-(22-23),2207853,Partial Matched,1,1,Partial Match
2692,1295-2207854insc-(22-23),2207854,Partial Matched,1,1,Partial Match
2693,1646-2207855INSC-(22-23),2207855,Partial Matched,1,1,Partial Match
2694,1501-2207856INSC-(22-23),2207856,Partial Matched,1,1,Partial Match
2695,1356-2207857INSC-(22-23),2207857,Partial Matched,1,1,Partial Match
2696,1488-2207858INSC-(22-23),2207858,Partial Matched,1,1,Partial Match
2697,1493-2207859INSC-(22-23),2207859,Partial Matched,1,1,Partial Match
2698,1484-2207860INSC-(22-23),2207860,Partial Matched,1,1,Partial Match
2699,1795-2207861INSC-(22-23),2207861,Partial Matched,1,1,Partial Match
2700,1641-2207862INSC--22-23--(22-23),2207862,Partial Matched,1,1,Partial Match
2701,1317-2207863INSC-(22-23),2207863,Partial Matched,1,1,Partial Match
2702,1366-2207864INSC-(22-23),2207864,Partial Matched,1,1,Partial Match
2703,1494-2207865INSC-(22-23),2207865,Partial Matched,1,1,Partial Match
2704,1485-2207866INSC-(22-23),2207866,Partial Matched,1,1,Partial Match
2705,1459-2207867INSC-(22-23),2207867,Partial Matched,1,1,Partial Match
2706,1926-2207868INSC-(22-23),2207868,Partial Matched,1,1,Partial Match
2707,1283-2207869INSC-(22-23),2207869,Partial Matched,1,1,Partial Match
2708,1484-2207870INSC-(22-23),2207870,Partial Matched,1,1,Partial Match
2709,1455-2207871INSC-(22-23),2207871,Partial Matched,1,1,Partial Match
2710,1337-2207872INSC-(22-23),2207872,Partial Matched,1,1,Partial Match
2711,1794-2207873INSC-(22-23),2207873,Partial Matched,1,1,Partial Match
2712,1318-2207874INSC-(22-23),2207874,Partial Matched,1,1,Partial Match
2713,1638-2207875INSC-(22-23),2207875,Partial Matched,1,1,Partial Match
2714,1904-2207876INSC-(22-23),2207876,Partial Matched,1,1,Partial Match
2715,1366-2207877INSC-(22-23),2207877,Partial Matched,1,1,Partial Match
2716,1315-2207878INSC-(22-23),2207878,Partial Matched,1,1,Partial Match
2717,1297-2207879INSC-(22-23),2207879,Partial Matched,1,1,Partial Match
2718,1695-2207880INSC-(22-23),2207880,Partial Matched,1,1,Partial Match
2719,1289-2207881NSC-(22-23),2207881,Partial Matched,1,1,Partial Match
2720,1329-22075882INSC-(22-23),2207882,Partial Matched,1,1,Partial Match
2721,1638-2207883INSC-(22-23),2207883,Partial Matched,1,1,Partial Match
2722,1499-2207884INSC-(22-23),2207884,Partial Matched,1,1,Partial Match
2723,1286-2207885INSC-(22-23),2207885,Partial Matched,1,1,Partial Match
2724,1456-2207886INSC-(22-23),2207886,Partial Matched,1,1,Partial Match
2725,1531-2207887INSC-(22-23),2207887,Partial Matched,1,1,Partial Match
2726,1794-2207888INSC-(22-23),2207888,Partial Matched,1,1,Partial Match
2727,1472-2207889INSC-(22-23),2207889,Partial Matched,1,1,Partial Match
2728,1433-2207892INSC-(22-23),2207892,Partial Matched,1,1,Partial Match
2729,1648-2207893INSC-(22-23),2207893,Partial Matched,1,1,Partial Match
2730,1903-2207908insc-(22-23),2207908,Partial Matched,1,1,Partial Match
2731,1465-2207914INSC-(22-23),2207914,Partial Matched,1,1,Partial Match
2732,1318-2207915INSC-(22-23),2207915,Partial Matched,1,1,Partial Match
2733,1813-2207922INSC-(22-23),2207922,Partial Matched,1,1,Partial Match
2734,1285-2207923INSC-(22-23),2207923,Partial Matched,1,1,Partial Match
2735,1632-2207924INSC-(22-23),2207924,Partial Matched,1,1,Partial Match
2736,1337-2207926INSC-(22-23),2207926,Partial Matched,1,1,Partial Match
2737,1904-2207929INSC-(22-23),2207929,Partial Matched,1,1,Partial Match
2738,1502-2207930INSC-(22-23),2207930,Partial Matched,1,1,Partial Match
2739,1673-2207931INSC-(22-23),2207931,Partial Matched,1,1,Partial Match
2740,1645-2207932INSC-(22-23),2207932,Partial Matched,1,1,Partial Match
2741,1494-2208179INSC-(22-23),2208179,Partial Matched,1,1,Partial Match
2742,1342-2208469INSC-(22-23),2208469,Partial Matched,1,1,Partial Match
2743,1342-2208493INSC-(22-23),2208493,Partial Matched,1,1,Partial Match
2744,1342-2208504INSC-(22-23),2208504,Partial Matched,1,1,Partial Match
2745,1645-2208682INSC-(22-23),2208682,Partial Matched,1,1,Partial Match
2746,1455-2208690INSC-(22-23),2208690,Partial Matched,1,1,Partial Match
2747,1673-2208692INSC-(22-23),2208692,Partial Matched,1,1,Partial Match
2748,1347-2208693INSC-(22-23),2208693,Partial Matched,1,1,Partial Match
2749,1794-2208712INSC-(22-23),2208712,Partial Matched,1,1,Partial Match
2750,1638-2208713INSC-(22-23),2208713,Partial Matched,1,1,Partial Match
2751,1648-2208714INSC-(22-23),2208714,Partial Matched,1,1,Partial Match
2752,1488-2208721INSC-(22-23),2208721,Partial Matched,1,1,Partial Match
2753,1456-2208722INSC-(22-23),2208722,Partial Matched,1,1,Partial Match
2754,1531-2208750INSC-(22-23),2208750,Partial Matched,1,1,Partial Match
2755,1695-2208962INSC-(22-23),2208962,Partial Matched,1,1,Partial Match
2756,1632-2208963INSC-(22-23),2208963,Partial Matched,1,1,Partial Match
2757,1645-2208965INSC-(22-23),2208965,Partial Matched,1,1,Partial Match
2758,1488-2208966INSC-(22-23),2208966,Partial Matched,1,1,Partial Match
2759,1455-2208967INSC-(22-23),2208967,Partial Matched,1,1,Partial Match
2760,1484-2208968INSC-(22-23),2208968,Partial Matched,1,1,Partial Match
2761,1337-2208969INSC-(22-23),2208969,Partial Matched,1,1,Partial Match
2762,1904-2208970INSC-(22-23),2208970,Partial Matched,1,1,Partial Match
2763,1459-2208971INSC-(22-23),2208971,Partial Matched,1,1,Partial Match
2764,1315-2208972INSC-(22-23),2208972,Partial Matched,1,1,Partial Match
2765,1356-2208973INSC-(22-23),2208973,Partial Matched,1,1,Partial Match
2766,1318-2208974INSC-(22-23),2208974,Partial Matched,1,1,Partial Match
2767,1646-2208975INSC-(22-23),2208975,Partial Matched,1,1,Partial Match
2768,1311-2208976INSC-(22-23),2208976,Partial Matched,1,1,Partial Match
2769,1342-2208977INSC-(22-23),2208977,Partial Matched,1,1,Partial Match
2770,1289-2208978insc-(22-23),2208978,Partial Matched,1,1,Partial Match
2771,1531-2208979INSC-(22-23),2208979,Partial Matched,1,1,Partial Match
2772,1456-2208980INSC-(22-23),2208980,Partial Matched,1,1,Partial Match
2773,1794-2208981INSC-(22-23),2208981,Partial Matched,1,1,Partial Match
2774,1433-2208982INSC-(22-23),2208982,Partial Matched,1,1,Partial Match
2775,1501-2208983INSC-(22-23),2208983,Partial Matched,1,1,Partial Match
2776,1347-2208984INSC-(22-23),2208984,Partial Matched,1,1,Partial Match
2777,1974-2208985INSC-(22-23),2208985,Partial Matched,1,1,Partial Match
2778,1285-2208986INSC-(22-23),2208986,Partial Matched,1,1,Partial Match
2779,1638-2208987INSC-(22-23),2208987,Partial Matched,1,1,Partial Match
2780,1344-2208988INSC-(22-23),2208988,Partial Matched,1,1,Partial Match
2781,1317-2208989INSC-(22-23),2208989,Partial Matched,1,1,Partial Match
2782,1978-2208990INSC-(22-23),2208990,Partial Matched,1,1,Partial Match
2783,1673-2208991INSC-(22-23),2208991,Partial Matched,1,1,Partial Match
2784,1648-2208992INSC-(22-23),2208992,Partial Matched,1,1,Partial Match
2785,1354-2208993INSC-(22-23),2208993,Partial Matched,1,1,Partial Match
2786,1813-2208994INSC-(22-23),2208994,Partial Matched,1,1,Partial Match
2787,1643-2209004INSC-(22-23),2209004,Partial Matched,1,1,Partial Match
2788,1813-2209005INSC-(22-23),2209005,Partial Matched,1,1,Partial Match
2789,1433-2209006INSC-(22-23),2209006,Partial Matched,1,1,Partial Match
2790,1487-2209007INSC-(22-23),2209007,Partial Matched,1,1,Partial Match
2791,1632-2209008INSC-(22-23),2209008,Partial Matched,1,1,Partial Match
2792,1285-2209011INSC-(22-23),2209011,Partial Matched,1,1,Partial Match
2793,1677-2209012INSC-(22-23),2209012,Partial Matched,1,1,Partial Match
2794,1354-2209014INSC-(22-23),2209014,Partial Matched,1,1,Partial Match
2795,1466-2209016INSC-(22-23),2209016,Partial Matched,1,1,Partial Match
2796,1459-2209018INSC-(22-23),2209018,Partial Matched,1,1,Partial Match
2797,1344-2209019INSC-(22-23),2209019,Partial Matched,1,1,Partial Match
2798,1647-2209020INSC-(22-23),2209020,Partial Matched,1,1,Partial Match
2799,1674-2209021INSC-(22-23),2209021,Partial Matched,1,1,Partial Match
2800,1521-2209022INSC-(22-23),2209022,Partial Matched,1,1,Partial Match
2801,1465-2209023INSC-(22-23),2209023,Partial Matched,1,1,Partial Match
2802,1488-22092024INSC-(22-23),2209024,Partial Matched,1,1,Partial Match
2803,1794-2209025INSC-(22-23),2209025,Partial Matched,1,1,Partial Match
2804,1289-2209026insc-(22-23),2209026,Partial Matched,1,1,Partial Match
2805,1641-2209027INSC-(22-23),2209027,Partial Matched,1,1,Partial Match
2806,1645-2209028INSC-(22-23),2209028,Partial Matched,1,1,Partial Match
2807,1318-2209030INSC-(22-23),2209030,Partial Matched,1,1,Partial Match
2808,1648-2209031INSC-(22-23),2209031,Partial Matched,1,1,Partial Match
2809,1456-2209032INSC-(22-23),2209032,Partial Matched,1,1,Partial Match
2810,1317-2209036INSC-(22-23),2209036,Partial Matched,1,1,Partial Match
2811,1962-2209037INSC-(22-23),2209037,Partial Matched,1,1,Partial Match
2812,1499-2209038INSC-(22-23),2209038,Partial Matched,1,1,Partial Match
2813,1483-2209039INSC-(22-23),2209039,Partial Matched,1,1,Partial Match
2814,1352-2209040INSC-(22-23),2209040,Partial Matched,1,1,Partial Match
2815,1978-2209041INSC-(22-23),2209041,Partial Matched,1,1,Partial Match
2816,1484-2209042INSC-(22-23),2209042,Partial Matched,1,1,Partial Match
2817,1522-2209043INSC-(22-23),2209043,Partial Matched,1,1,Partial Match
2818,1658-2209044INSC-(22-23),2209044,Partial Matched,1,1,Partial Match
2819,1374-2209045INSC-(22-23),2209045,Partial Matched,1,1,Partial Match
2820,1631-2209048INSC-(22-23),2209048,Partial Matched,1,1,Partial Match
2821,1356-2209050INSC-(22-23),2209050,Partial Matched,1,1,Partial Match
2822,1673-2209051INSC-(22-23),2209051,Partial Matched,1,1,Partial Match
2823,1347-2209053INSC-(22-23),2209053,Partial Matched,1,1,Partial Match
2824,1638-22095054INSC-(22-23),2209054,Partial Matched,1,1,Partial Match
2825,1695-2209055INSC-(22-23),2209055,Partial Matched,1,1,Partial Match
2826,1324-2209056INSC-(22-23),2209056,Partial Matched,1,1,Partial Match
2827,1904-2209057insc-(22-23),2209057,Partial Matched,1,1,Partial Match
2828,1512-2209059INSC-(22-23),2209059,Partial Matched,1,1,Partial Match
2829,1455-2209060INSC-(22-23),2209060,Partial Matched,1,1,Partial Match
2830,1337-2209061INSC-(22-23),2209061,Partial Matched,1,1,Partial Match
2831,1653-2209062INSC-(22-23),2209062,Partial Matched,1,1,Partial Match
2832,1531-2209063INSC-(22-23),2209063,Partial Matched,1,1,Partial Match
2833,1472-2209064INSC-(22-23),2209064,Partial Matched,1,1,Partial Match
2834,1286-2209065insc-(22-23),2209065,Partial Matched,1,1,Partial Match
2835,1434-2209066INSC-(22-23),2209066,Partial Matched,1,1,Partial Match
2836,1297-2209067insc-(22-23),2209067,Partial Matched,1,1,Partial Match
2837,1311-2209068INSC-(22-23),2209068,Partial Matched,1,1,Partial Match
2838,1376-2209072insc-(22-23),2209072,Partial Matched,1,1,Partial Match
2839,1974-2209075INSC-(22-23),2209075,Partial Matched,1,1,Partial Match
2840,1794-2209276INSC-(22-23),2209276,Partial Matched,1,1,Partial Match
2841,1315-2209277INSC-(22-23),2209277,Partial Matched,1,1,Partial Match
2842,1318-2209283INSC-(22-23),2209283,Partial Matched,1,1,Partial Match
2843,1342-2209288INSC-(22-23),2209288,Partial Matched,1,1,Partial Match
2844,1455-2209298INSC-(22-23),2209298,Partial Matched,1,1,Partial Match
2845,1499-2209299INSC-(22-23),2209299,Partial Matched,1,1,Partial Match
2846,1521-2209300INSC-(22-23),2209300,Partial Matched,1,1,Partial Match
2847,1648-2209301INSC-(22-23),2209301,Partial Matched,1,1,Partial Match
2848,1311-2209305INSC-(22-23),2209305,Partial Matched,1,1,Partial Match
2849,1677-2209306INSC-(22-23),2209306,Partial Matched,1,1,Partial Match
2850,1433-2209307INSC-(22-23),2209307,Partial Matched,1,1,Partial Match
2851,1531-2209308INSC-(22-23),2209308,Partial Matched,1,1,Partial Match
2852,1904-2209311INSC-(22-23),2209311,Partial Matched,1,1,Partial Match
2853,1356-2209329INSC-(22-23),2209329,Partial Matched,1,1,Partial Match
2854,1522-2209362INSC-(22-23),2209362,Partial Matched,1,1,Partial Match
2855,1472-2209363INSC-(22-23),2209363,Partial Matched,1,1,Partial Match
2856,1329-2209364INSC-(22-23),2209364,Partial Matched,1,1,Partial Match
2857,1341-2209365INSC-(22-23),2209365,Partial Matched,1,1,Partial Match
2858,1466-2209366INSC-(22-23),2209366,Partial Matched,1,1,Partial Match
2859,1501-2209369INSC-(22-23),2209369,Partial Matched,1,1,Partial Match
2860,1925-2209370INSC-(22-23),2209370,Partial Matched,1,1,Partial Match
2861,1344-2209371INSC-(22-23),2209371,Partial Matched,1,1,Partial Match
2862,1492-2209372INSC-(22-23),2209372,Partial Matched,1,1,Partial Match
2863,1342-2209377INSC-(22-23),2209377,Partial Matched,1,1,Partial Match
2864,1673-2209378INSC-(22-23),2209378,Partial Matched,1,1,Partial Match
2865,1645-2209380INSC-(22-23),2209380,Partial Matched,1,1,Partial Match
2866,1315-2209381INSC-(22-23),2209381,Partial Matched,1,1,Partial Match
2867,1289-2209382insc-(22-23),2209382,Partial Matched,1,1,Partial Match
2868,1655-2209383INSC-(22-23),2209383,Partial Matched,1,1,Partial Match
2869,1904-2209384insc-(22-23),2209384,Partial Matched,1,1,Partial Match
2870,1493-2209385INSC-(22-23),2209385,Partial Matched,1,1,Partial Match
2871,1795-2209386INSC--22-23--(22-23),2209386,Partial Matched,1,1,Partial Match
2872,1455-2209387INSC-(22-23),2209387,Partial Matched,1,1,Partial Match
2873,1465-2209390INSC-(22-23),2209390,Partial Matched,1,1,Partial Match
2874,1337-2209391INSC-(22-23),2209391,Partial Matched,1,1,Partial Match
2875,1283-2209397INSC-(22-23),2209397,Partial Matched,1,1,Partial Match
2876,1484-2209398INSC-(22-23),2209398,Partial Matched,1,1,Partial Match
2877,1286-2209399insc-(22-23),2209399,Partial Matched,1,1,Partial Match
2878,1347-2209400INSC-(22-23),2209400,Partial Matched,1,1,Partial Match
2879,1456-2209401IINSC-(22-23),2209401,Partial Matched,1,1,Partial Match
2880,1487-2209402INSC-(22-23),2209402,Partial Matched,1,1,Partial Match
2881,1354-2209403INSC-(22-23),2209403,Partial Matched,1,1,Partial Match
2882,1521-2209404INSC-(22-23),2209404,Partial Matched,1,1,Partial Match
2883,1658-2209405INSC-(22-23),2209405,Partial Matched,1,1,Partial Match
2884,1632-2209406INSC-(22-23),2209406,Partial Matched,1,1,Partial Match
2885,1488-2209407INSC-(22-23),2209407,Partial Matched,1,1,Partial Match
2886,1638-2209409INSC-(22-23),2209409,Partial Matched,1,1,Partial Match
2887,1794-2209410INSC--22-23--(22-23),2209410,Partial Matched,1,1,Partial Match
2888,1499-2209411INSC-(22-23),2209411,Partial Matched,1,1,Partial Match
2889,1433-2209412INSC-(22-23),2209412,Partial Matched,1,1,Partial Match
2890,1356-2209413INSC-(22-23),2209413,Partial Matched,1,1,Partial Match
2891,1459-2209414INSC-(22-23),2209414,Partial Matched,1,1,Partial Match
2892,1317-2209415INSC-(22-23),2209415,Partial Matched,1,1,Partial Match
2893,1646-2209416INSC-(22-23),2209416,Partial Matched,1,1,Partial Match
2894,1643-2209417INSC-(22-23),2209417,Partial Matched,1,1,Partial Match
2895,1962-2209418INSC-(22-23),2209418,Partial Matched,1,1,Partial Match
2896,1318-2209419INSC-(22-23),2209419,Partial Matched,1,1,Partial Match
2897,1531-2209423INSC-(22-23),2209423,Partial Matched,1,1,Partial Match
2898,1648-2209424INSC-(22-23),2209424,Partial Matched,1,1,Partial Match
2899,1641-2209425INSC-(22-23),2209425,Partial Matched,1,1,Partial Match
2900,1926-2209426INSC-(22-23),2209426,Partial Matched,1,1,Partial Match
2901,1285-2209427insc-(22-23),2209427,Partial Matched,1,1,Partial Match
2902,1311-2209428INSC-(22-23),2209428,Partial Matched,1,1,Partial Match
2903,1822-2209455INSC-(22-23),2209455,Partial Matched,1,1,Partial Match
2904,1822-2209456INSC-(22-23),2209456,Partial Matched,1,1,Partial Match
2905,1822-2209463INSC-(22-23),2209463,Partial Matched,1,1,Partial Match
2906,1695-2209489INCS-(22-23),2209489,Partial Matched,1,1,Partial Match
2907,1794-2209492INSC-(22-23),2209492,Partial Matched,1,1,Partial Match
2908,1822-2209580INSC-(22-23),2209580,Partial Matched,1,1,Partial Match
2909,1643-2209604INSC-(22-23),2209604,Partial Matched,1,1,Partial Match
2910,1318-2209606INSC-(22-23),2209606,Partial Matched,1,1,Partial Match
2911,1632-2209609INSC-(22-23),2209609,Partial Matched,1,1,Partial Match
2912,1347-2209610INSC-(22-23),2209610,Partial Matched,1,1,Partial Match
2913,1978-2209612INSC-(22-23),2209612,Partial Matched,1,1,Partial Match
2914,1962-2209613INSC-(22-23),2209613,Partial Matched,1,1,Partial Match
2915,1646-2209615INSC-(22-23),2209615,Partial Matched,1,1,Partial Match
2916,1455-2209616INSC-(22-23),2209616,Partial Matched,1,1,Partial Match
2917,1311-2209618INSC-(22-23),2209618,Partial Matched,1,1,Partial Match
2918,1494-2209619INSC-(22-23),2209619,Partial Matched,1,1,Partial Match
2919,1315-2209621INSC-(22-23),2209621,Partial Matched,1,1,Partial Match
2920,1645-2209622INSC-(22-23),2209622,Partial Matched,1,1,Partial Match
2921,1638-2209623INSC-(22-23),2209623,Partial Matched,1,1,Partial Match
2922,1904-2209624insc-(22-23),2209624,Partial Matched,1,1,Partial Match
2923,1641-2209628INSC-(22-23),2209628,Partial Matched,1,1,Partial Match
2924,1485-2209989INSC-(22-23),2209989,Partial Matched,1,1,Partial Match
2925,1512-2209990INSC-(22-23),2209990,Partial Matched,1,1,Partial Match
2926,1655-2209996INSC-(22-23),2209996,Partial Matched,1,1,Partial Match
2927,1433-2210000INSC-(22-23),2210000,Partial Matched,1,1,Partial Match
2928,1483-2210001INSC-(22-23),2210001,Partial Matched,1,1,Partial Match
2929,1285-2210002INSC-(22-23),2210002,Partial Matched,1,1,Partial Match
2930,1632-2210005INSC-(22-23),2210005,Partial Matched,1,1,Partial Match
2931,1488-2210006INSC-(22-23),2210006,Partial Matched,1,1,Partial Match
2932,1638-2210007INSC-(22-23),2210007,Partial Matched,1,1,Partial Match
2933,1318-2210009INSC-(22-23),2210009,Partial Matched,1,1,Partial Match
2934,1433-2210010INSC-(22-23),2210010,Partial Matched,1,1,Partial Match
2935,1904-2210011INSC-(22-23),2210011,Partial Matched,1,1,Partial Match
2936,1456-2210012INSC-(22-23),2210012,Partial Matched,1,1,Partial Match
2937,1904-2210013INSC-(22-23),2210013,Partial Matched,1,1,Partial Match
2938,1465-2210014INSC-(22-23),2210014,Partial Matched,1,1,Partial Match
2939,1337-2210015INSC-(22-23),2210015,Partial Matched,1,1,Partial Match
2940,1472-2210016INSC-(22-23),2210016,Partial Matched,1,1,Partial Match
2941,1311-2210017INSC-(22-23),2210017,Partial Matched,1,1,Partial Match
2942,1794-2210018INSC-(22-23),2210018,Partial Matched,1,1,Partial Match
2943,1677-2210019INSC-(22-23),2210019,Partial Matched,1,1,Partial Match
2944,1311-2210020INSC-(22-23),2210020,Partial Matched,1,1,Partial Match
2945,1643-2210021INSC-(22-23),2210021,Partial Matched,1,1,Partial Match
2946,1531-2210024INSC-(22-23),2210024,Partial Matched,1,1,Partial Match
2947,1434-2210025INSC-(22-23),2210025,Partial Matched,1,1,Partial Match
2948,1974-22010026insc-(22-23),2210026,Partial Matched,1,1,Partial Match
2949,1631-2210027INSC-(22-23),2210027,Partial Matched,1,1,Partial Match
2950,1962-2210031INSC-(22-23),2210031,Partial Matched,1,1,Partial Match
2951,1796-2210032INSC-(22-23),2210032,Partial Matched,1,1,Partial Match
2952,1978-2210033INSC-(22-23),2210033,Partial Matched,1,1,Partial Match
2953,1512-2210037INSC-(22-23),2210037,Partial Matched,1,1,Partial Match
2954,1492-2210038INSC-(22-23),2210038,Partial Matched,1,1,Partial Match
2955,1366-2210039INSC-(22-23),2210039,Partial Matched,1,1,Partial Match
2956,1913-2210040INSC-(22-23),2210040,Partial Matched,1,1,Partial Match
2957,1675-22100045INCS-(22-23),2210045,Partial Matched,1,1,Partial Match
2958,1903-2210048INSC-(22-23),2210048,Partial Matched,1,1,Partial Match
2959,1638-2210049INSC-(22-23),2210049,Partial Matched,1,1,Partial Match
2960,1455-2210051INSC-(22-23),2210051,Partial Matched,1,1,Partial Match
2961,1499-2210058INSC-(22-23),2210058,Partial Matched,1,1,Partial Match
2962,1315-2210059INSC-(22-23),2210059,Partial Matched,1,1,Partial Match
2963,1289-2210060INSC-(22-23),2210060,Partial Matched,1,1,Partial Match
2964,1455-2210061INSC-(22-23),2210061,Partial Matched,1,1,Partial Match
2965,1926-2210062INSC-(22-23),2210062,Partial Matched,1,1,Partial Match
2966,1925-2210063INSC-(22-23),2210063,Partial Matched,1,1,Partial Match
2967,1373-2210064INSC-(22-23),2210064,Partial Matched,1,1,Partial Match
2968,1795-2210065INSC-(22-23),2210065,Partial Matched,1,1,Partial Match
2969,1501-2210066INSC-(22-23),2210066,Partial Matched,1,1,Partial Match
2970,1497-2210068INSC-(22-23),2210068,Partial Matched,1,1,Partial Match
2971,1356-2210069INSC-(22-23),2210069,Partial Matched,1,1,Partial Match
2972,1346-2210107INSC-(22-23),2210107,Partial Matched,1,1,Partial Match
2973,1366-2210108INSC-(22-23),2210108,Partial Matched,1,1,Partial Match
2974,1352-2210113INSC-(22-23),2210113,Partial Matched,1,1,Partial Match
2975,1645-2210120INSC-(22-23),2210120,Partial Matched,1,1,Partial Match
2976,1641-2210121INSC-(22-23),2210121,Partial Matched,1,1,Partial Match
2977,1315-2210122INSC-(22-23),2210122,Partial Matched,1,1,Partial Match
2978,1488-2210123INSC-(22-23),2210123,Partial Matched,1,1,Partial Match
2979,1318-2210124INSC-(22-23),2210124,Partial Matched,1,1,Partial Match
2980,1285-2210125insc-(22-23),2210125,Partial Matched,1,1,Partial Match
2981,1646-2210126INSC-(22-23),2210126,Partial Matched,1,1,Partial Match
2982,1317-2210127insc-(22-23),2210127,Partial Matched,1,1,Partial Match
2983,1794-2210128INSC-(22-23),2210128,Partial Matched,1,1,Partial Match
